question,questionImages,options,answer,Explanation,explanationImages
Corporate policy mandates that logs from all servers be available for review regardless of the state of the server. Which of the following must be configured to comply with this policy?,[],"[{""label"": ""A"", ""text"": ""Aggregation"", ""images"": []}, {""label"": ""B"", ""text"": ""Subscription"", ""images"": []}, {""label"": ""C"", ""text"": ""Merging"", ""images"": []}, {""label"": ""D"", ""text"": ""Collection"", ""images"": []}]",A,"Aggregation is the process of collecting, standardizing, and consolidating log data from multiple sources into a central location. Aggregation makes it easier to search, analyze, and report on log data, as well as to comply with security policies and regulations. By aggregating logs from all servers, regardless of their state, the corporate policy can ensure that no log data is lost or inaccessible in case of a server failure or outage",[]
"A human resources analyst is attempting to email the records for new employees to an outside payroll company. Each time the analyst sends an email containing employee records, the email is rejected with an error message. Other emails outside the company are sent correctly. Which of the following is MOST likely generating the error?",[],"[{""label"": ""A"", ""text"": ""DHCP configuration"", ""images"": []}, {""label"": ""B"", ""text"": ""Firewall rules"", ""images"": []}, {""label"": ""C"", ""text"": ""DLP software"", ""images"": []}, {""label"": ""D"", ""text"": ""Intrusion detection system"", ""images"": []}]",C,"DLP (Data Loss Prevention) software is a type of security software that monitors and controls the transfer of sensitive or confidential data outside the organization. DLP software can prevent data breaches, data leaks, or data theft by blocking, encrypting, or alerting on unauthorized data transfers. DLP software can be applied to various channels, such as email, web, cloud, or removable devices. In this scenario, the human resources analyst is attempting to email the records for new employees to an outside payroll company. The records for new employees may contain sensitive or confidential data, such as personal information, tax information, or bank account information. The DLP software may detect this data and block the email from being sent outside the company, as it may violate the company's data protection policy or regulations. The DLP software may also generate an error message to inform the analyst of the reason for the rejection.",[]
"Users report that the Finance App software is not running, and they need immediate access. Issues with the Finance App software occur every week after the IT team completes server system updates. The users, however, do not want to contact the help desk every time the issue occurs. The users also report the new Market App software is not usable when it crashes, which can cause significant downtime. The technician who restarted the Market App software noticed it is running under a test account, which is a likely cause of the crashes. INSTRUCTIONS Using the Services menu provided, modify the appropriate application services to remedy the stated issues.",[],"[{""label"": ""A"", ""text"": ""See Explanation section for answer."", ""images"": []}]",A,"Finance App software is running as a service named ""Finance App Service"". The service description says ""Provides financial data and calculations for the Finance App software"". The service status is ""Stopped"", which means that the service is not running and the software is not functional. The service startup type is ""Manual"", which means that the service needs to be started manually by the user or the administrator. The service log on as is ""Local System"", which means that the service runs under a predefined local account that has extensive privileges on the local computer. To fix the issue with the Finance App software, you need to do two things: First, you need to start the service, so that the software can run. To do this, you can right-click on the service name and select ""Start"" from the menu. Alternatively, you can select the service name and click on the ""Start"" button on the toolbar. You should see a message saying that the service has started successfully. Second, you need to change the service startup type, so that the service can start automatically every time the server boots up. This way, you don't have to contact the help desk every time the issue occurs. To do this, you can right-click on the service name and select ""Properties"" from the menu. Alternatively, you can select the service name and click on the ""Properties"" button on the toolbar. You should see a window with several tabs and options. On the ""General"" tab, under ""Startup type"", you can select ""Automatic"" from the drop-down list. Then, click on ""OK"" to save your changes. By doing these two steps, you should be able to use the Finance App software without any problems. The Market App software is running as a service named ""Market App Service"". The service description says ""Provides market data and analysis for the Market App software"". The service status is ""Running"", which means that the service is running and the software is functional. However, as you reported, the software may crash sometimes, which can cause significant downtime. The service startup type is ""Automatic"", which means that the service starts automatically every time the server boots up. The service log on as is ""Test Account"", which is a test account that was probably used for development or testing purposes. To fix the issue with the Market App software, you need to do one thing: You need to change the service log on as, so that the service runs under a proper account that has sufficient permissions and security settings for production use. To do this, you can right- click on the service name and select ""Properties"" from the menu. Alternatively, you can select the service name and click on the ""Properties"" button on the toolbar. You should see a window with several tabs and options. On the ""Log On"" tab, under ""Log on as"", you can select either ""Local System account"" or ""This account"". If you choose ""Local System account"", then the service will run under a predefined local account that has extensive privileges on the local computer. If you choose ""This account"", then you will need to enter a valid username and password for an account that has appropriate permissions and security settings for running the service. You may need to consult with your IT team or your software vendor to determine which option is best for your situation. Then, click on ""OK"" to save your changes.","[""extracted_images/SK0-005_en.pdf/image28.jpeg""]"
The management team has mandated the use of data-at-rest encryption on all corporate servers. Using this encryption paradigm will ensure:,[],"[{""label"": ""A"", ""text"": ""website traffic is protected while traversing the internet."", ""images"": []}, {""label"": ""B"", ""text"": ""files stored on the server are protected against physical theft."", ""images"": []}, {""label"": ""C"", ""text"": ""attachments that are emailed from this server cannot be intercepted."", ""images"": []}, {""label"": ""D"", ""text"": ""databases in use are protected from remote hackers."", ""images"": []}]",B,"Data-at-rest encryption is a method of encrypting data while it is stored on a storage device, such as a hard drive, an SSD, or a tape library. This ensures that if the data is stolen or lost, it will be unreadable without the encryption key. Data-at-rest encryption does not protect data while it is in transit over the network, in use by the CPU or memory, or attached to an email.",[]
A technician needs to restore data from a backup. The technician has these files in the backup inventory: Which of the following backup types is being used if the file 01062020.bak requires another file to restore data?,[],"[{""label"": ""A"", ""text"": ""Full"", ""images"": []}, {""label"": ""B"", ""text"": ""Incremental"", ""images"": []}, {""label"": ""C"", ""text"": ""Snapshot"", ""images"": []}, {""label"": ""D"", ""text"": ""Differential"", ""images"": []}]",B,"An incremental backup only backs up files that have changed since the last backup, whether it was a full or an incremental backup. Therefore, an incremental backup file may require another file to restore data, depending on the sequence of backups. A full backup backs up all files and does not require any other file to restore dat a. A snapshot is a point-in-time copy of data that does not depend on other files. A differential backup backs up files that have changed since the last full backup and does not require any other file to restore data.","[""extracted_images/SK0-005_en.pdf/image29.png""]"
"A systems administrator recently installed a new virtual server. After completing the installation, the administrator was only able to reach a few of the servers on the network. While testing, the administrator discovered only servers that had similar IP addresses were reachable. Which of the following is the most likely cause of the issue?",[],"[{""label"": ""A"", ""text"": ""The jumbo frames are not enabled."", ""images"": []}, {""label"": ""B"", ""text"": ""The subnet mask is incorrect."", ""images"": []}, {""label"": ""C"", ""text"": ""There is an IP address conflict."", ""images"": []}, {""label"": ""D"", ""text"": ""There is an improper DNS configuration."", ""images"": []}]",B,"A subnet mask is a number that distinguishes the network address and the host address within an IP address. A subnet mask allows network traffic to understand IP addresses by splitting them into the network and host addresses. If the subnet mask is incorrect, the network traffic may not be able to determine the correct destination for the packets, and only reach some of the servers that have similar IP addresses. For example, if the new virtual server has an IP address of 192.168.1.100 and a subnet mask of 255.255.0.0, it can only communicate with servers that have IP addresses in the range of 192.168.0.0 to 192.168.255.2552. To fix this issue, the systems administrator needs to check and correct the subnet mask of the new virtual server according to the network configuration.",[]
A server administrator is racking new servers in a cabinet with multiple connections from the servers to power supplies and the network. Which of the following should the administrator recommend to the organization to best address this situation?,[],"[{""label"": ""A"", ""text"": ""Rack balancing"", ""images"": []}, {""label"": ""B"", ""text"": ""Cable management"", ""images"": []}, {""label"": ""C"", ""text"": ""Blade enclosure"", ""images"": []}, {""label"": ""D"", ""text"": ""Rail kits"", ""images"": []}]",B,"Cable management is the process of organizing, securing, and labeling cables in a server rack or cabinet. Cable management can help improve airflow and cooling, reduce clutter and confusion, prevent damage and interference, and enhance safety and aesthetics. Cable management can be achieved by using various tools and accessories, such as cable trays, ties, hooks, clips, labels, ducts, and organizers.",[]
"A storage engineer responds to an alarm on a storage array and finds the battery on the RAID controller needs to be replaced. However, the replacement part will not be available for 14 days. The engineer needs to identify the impact of the failed battery on the system. Which of the following best describes the impact?",[],"[{""label"": ""A"", ""text"": ""The read and write performance will be impacted."", ""images"": []}, {""label"": ""B"", ""text"": ""The read performance will be impacted."", ""images"": []}, {""label"": ""C"", ""text"": ""The performance will not be impacted."", ""images"": []}, {""label"": ""D"", ""text"": ""The write performance will be impacted."", ""images"": []}]",D,"A RAID controller battery is used to protect the data in the cache memory of the controller in case of a power failure. The cache memory allows the controller to improve the write performance by buffering the data and writing it to the disk in an optimized way. However, if the battery fails, the controller will switch to write-through mode, which means it will write the data directly to the disk without caching. This will reduce the write performance and increase the latency of the system",[]
A technician is troubleshooting a server issue. The technician has determined several possible causes of the issue and has identified various solutions. Which of the following should the technician do next? solution. between each test.,[],"[{""label"": ""A"", ""text"": ""Consult internet forums to determine which is the most common cause and deploy only that"", ""images"": []}, {""label"": ""B"", ""text"": ""Test each solution individually to determine the root cause, rolling back the changes in"", ""images"": []}, {""label"": ""C"", ""text"": ""Implement the shortest solution first to identify the issue and minimize downtime."", ""images"": []}, {""label"": ""D"", ""text"": ""Test each solution in succession and restore the server from the latest snapshot."", ""images"": []}]",B,"According to the Comp TIA troubleshooting methodology, the fourth step is to establish a plan of action to resolve the problem and implement the solution. The best practice is to test each solution individually to determine the root cause, rolling back the changes in between each test. This way, the technician can isolate the cause and avoid introducing new problems or making the situation worse. Testing each solution in succession and restoring the server from the latest snapshot (D) is not a good option because it may not identify the root cause and may overwrite important dat a. Implementing the shortest solution first to identify the issue and minimize downtime © is also not a good option because it may not solve the problem or may create new issues. Consulting internet forums to determine which is the most common cause and deploy only that solution (A) is not a good option because it may not apply to the specific situation or may be outdated or inaccurate",[]
A technician needs maximum power redundancy while configuring a new server rack. Which of the following should be specified? (Select two).,[],"[{""label"": ""A"", ""text"": ""Separate circuits"", ""images"": []}, {""label"": ""B"", ""text"": ""Rack balancing"", ""images"": []}, {""label"": ""C"", ""text"": ""Blanking panels"", ""images"": []}, {""label"": ""D"", ""text"": ""High-voltage PDUs"", ""images"": []}, {""label"": ""E"", ""text"": ""KVM placement"", ""images"": []}, {""label"": ""F"", ""text"": ""Multiple UPSs"", ""images"": []}]",AF,"Separate circuits and multiple UPSs can provide fail-safe power redundancy for a server rack. Separate circuits mean that the server rack is connected to two or more independent power sources, such as different utility lines or generators. This can prevent a single point of failure in the power supply, as if one circuit goes down, the other circuit can still provide power to the server rack. Multiple UPSs mean that the server rack has two or more uninterruptible power supplies, which are devices that provide backup power and surge protection in case of a power outage or fluctuation. Multiple UPSs can be connected to separate circuits, or to different outlets on the same circuit, to increase the reliability and availability of power for the server rack.",[]
"An administrator is troubleshooting an application performance issue on a virtual server with two v CPUs. The application performance logs indicate CPU contention. The administrator adds more v CPU cores to the VM, yet the issue persists. Which of the following is the most likely reason for this issue?",[],"[{""label"": ""A"", ""text"": ""The server has high page utilization."", ""images"": []}, {""label"": ""B"", ""text"": ""The server has high disk latency."", ""images"": []}, {""label"": ""C"", ""text"": ""The application is single-threaded."", ""images"": []}, {""label"": ""D"", ""text"": ""The application cannot be virtualized."", ""images"": []}]",C,"A single-threaded application is an application that can only execute one task or process at a time. A single-threaded application can only utilize one CPU core, regardless of how many cores are available or assigned to the virtual machine. Therefore, adding more v CPU cores to the VM will not improve the performance of the application, as it will still be limited by the speed and capacity of one core. To troubleshoot this issue, the administrator should check if the application is single-threaded or multi-threaded. This can be done by using tools such as Task Manager, Performance Monitor, or Process Explorer on Windows, or top, htop, or ps on Linux. If the application is single-threaded, the administrator should consider the following options: Reduce the number of v CPU cores on the VM to match the number of threads that the application can use. This can help avoid CPU contention and co-stop issues that may arise from having too many v CPUs relative to the number of physical cores on the host. Upgrade the physical CPU on the host to a faster or newer model that can provide higher clock speed and performance for the single core that the application uses. Optimize the application code or configuration to make it more efficient or multi-threaded, if possible. This can help the application take advantage of multiple cores and improve its performance.",[]
A security technician generated a public/private key pair on a server. The technician needs to copy the key pair to another server on a different subnet. Which of the following is the most secure method to copy the keys?,[],"[{""label"": ""A"", ""text"": ""HTTP"", ""images"": []}, {""label"": ""B"", ""text"": ""FTP"", ""images"": []}, {""label"": ""C"", ""text"": ""SCP"", ""images"": []}, {""label"": ""D"", ""text"": ""USB"", ""images"": []}]",C,"SCP (Secure Copy Protocol) is a protocol that allows users to securely transfer files between servers using SSH (Secure Shell) encryption. SCP encrypts both the data and the authentication information, preventing unauthorized access, interception, or modification of the files. SCP also preserves the file attributes, such as permissions, timestamps, and ownership.",[]
An administrator has been asked to disable CPU hyperthreading on a server to satisfy a licensing issue. Which of the following best describes how the administrator will likely perform this action?,[],"[{""label"": ""A"", ""text"": ""Use a RDP/VNC session."", ""images"": []}, {""label"": ""B"", ""text"": ""Modify the startup configuration."", ""images"": []}, {""label"": ""C"", ""text"": ""Use a Power She II/Bash script."", ""images"": []}, {""label"": ""D"", ""text"": ""Use the BIOS/UEFI setup."", ""images"": []}]",D,"The BIOS (Basic Input/Output System) or UEFI (Unified Extensible Firmware Interface) setup is a program that allows users to configure the hardware settings of a computer, such as the CPU, memory, disk, and boot options. The BIOS/UEFI setup can be accessed by pressing a specific key (such as F2, F10, or Delete) during the boot process, before the operating system loads. One of the settings that can be changed in the BIOS/UEFI setup is the CPU hyperthreading option. Hyperthreading is a technology that enables a single physical CPU core to execute two threads or tasks simultaneously, improving the performance and efficiency of multi-threaded applications. However, some software licenses may limit the number of CPU cores or threads that can be used, and therefore require disabling hyperthreading on the server. To disable hyperthreading on a server, the administrator will likely need to enter the BIOS/UEFI setup and navigate to the processor options menu. There, the administrator will find a setting for Intel ® Hyperthreading Technology or Hyperthreading Function, which can be enabled or disabled. The administrator will need to disable this setting and save the changes. This will turn off hyperthreading on the server and reduce the number of logical CPUs to match the number of physical cores.",[]
A systems administrator needs to back up changes made to a data store on a daily basis during a short time frame. The administrator wants to maximize RTO when restoring dat,[],"[{""label"": ""A"", ""text"": ""Which of the following backup methodologies would best fit this scenario?"", ""images"": []}, {""label"": ""B"", ""text"": ""Off-site backups"", ""images"": []}, {""label"": ""C"", ""text"": ""Full backups"", ""images"": []}, {""label"": ""D"", ""text"": ""ifferential backups"", ""images"": []}, {""label"": ""E"", ""text"": ""Incremental backups"", ""images"": []}]",D,"An incremental backup is a backup method that only backs up the files that have changed since the last backup, whether it was a full or an incremental backup. An incremental backup can save disk space and time, as it only copies the new or modified data. An incremental backup can also improve the RTO (Recovery Time Objective), which is the maximum acceptable time to restore data after a disaster. This is because an incremental backup can restore data faster than a full or a differential backup, as it only needs to apply the latest changes to the previous backup.",[]
Which of the following backup methods protects all the changes that have occurred since the last full backup?,[],"[{""label"": ""A"", ""text"": ""Incremental"", ""images"": []}, {""label"": ""B"", ""text"": ""Archive"", ""images"": []}, {""label"": ""C"", ""text"": ""Differential"", ""images"": []}, {""label"": ""D"", ""text"": ""Snapshot"", ""images"": []}]",C,"A differential backup is a backup method that protects all the changes that have occurred since the last full backup. A differential backup copies all the files that have been added or modified since the last full backup, regardless of whether they have been backed up before or not. A differential backup does not reset the archive bit of the files, which means they will be backed up again in the next differential backup. A differential backup requires more storage space and time than an incremental backup, but it simplifies the restoration process, as only the last full backup and the last differential backup are needed to restore the data",[]
Which of the following environmental controls must be carefully researched so the control itself does not cause the destruction of the server equipment?,[],"[{""label"": ""A"", ""text"": ""Humidity control system"", ""images"": []}, {""label"": ""B"", ""text"": ""Sensors"", ""images"": []}, {""label"": ""C"", ""text"": ""Fire suppression"", ""images"": []}, {""label"": ""D"", ""text"": ""Heating system"", ""images"": []}]",C,"Fire suppression systems are designed to extinguish or contain fires in a server room, but they can also damage the server equipment if they are not carefully researched and selected. For example, water-based fire suppression systems can cause electrical shorts and corrosion, while gas-based fire suppression systems can create thermal shock and reduce oxygen levels. Therefore, fire suppression systems must be compatible with the server environment and equipment. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 1, Lesson 1.5, Objective 1.5",[]
An administrator needs to reconfigure a teamed network connection on a server in a remote data center. Which of the following will offer the most resilient connection while performing this change?,[],"[{""label"": ""A"", ""text"": ""Use of an 00B solution"", ""images"": []}, {""label"": ""B"", ""text"": ""Use of a crash cart"", ""images"": []}, {""label"": ""C"", ""text"": ""Use of a VNC console"", ""images"": []}, {""label"": ""D"", ""text"": ""Use of an RDP console"", ""images"": []}]",A,"An out-of-band (OOB) solution is a method of accessing and managing a server remotely without using the network connection or the operating system of the server. An OOB solution can use a dedicated management port, a serial console, or a KVM switch to provide a resilient connection while performing changes to the network configuration of the server. An OOB solution is more reliable than a VNC or RDP console, which depend on the network and the operating system, and more convenient than a crash cart, which requires physical access to the server. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 2, Lesson 2.3, Objective 2.3",[]
A server administrator has been asked to implement a password policy that will help mitigate the chance of a successful brute-force attack. Which of the following password policies should the administrator implement first?,[],"[{""label"": ""A"", ""text"": ""Lockout"", ""images"": []}, {""label"": ""B"", ""text"": ""Length"", ""images"": []}, {""label"": ""C"", ""text"": ""Complexity"", ""images"": []}, {""label"": ""D"", ""text"": ""Minimum age"", ""images"": []}]",B,"Password length is the first password policy that the administrator should implement to help mitigate the chance of a successful brute-force attack. A brute-force attack is a method of guessing passwords by trying all possible combinations of characters until the correct one is found. The longer the password, the more combinations there are, and the more time and resources it takes to crack it. Therefore, password length is a key factor in password strength and security. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 3, Lesson 3.2, Objective 3.2",[]
The network's IDS is giving multiple alerts that unauthorized traffic from a critical application server is being sent to a known-bad public IP address. One of the alerts contains the following information: Exploit Alert Attempted User Privilege Gain 2/2/07-3: 09:09 10.1.200.32 --> 208.206.12.9:80 This server application is part of a cluster in which two other servers are also servicing clients. The server administrator has verified the other servers are not sending out traffic to that public IP address. The IP address subnet of the application servers is 10.1.200.0/26. Which of the following should the administrator perform to ensure only authorized traffic is being sent from the application server and downtime is minimized? (Select two).,[],"[{""label"": ""A"", ""text"": ""Disable all services on the affected application server."", ""images"": []}, {""label"": ""B"", ""text"": ""Perform a vulnerability scan on all the servers within the cluster and patch accordingly."", ""images"": []}, {""label"": ""C"", ""text"": ""Block access to 208.206.12.9 from all servers on the network."", ""images"": []}, {""label"": ""D"", ""text"": ""Change the IP address of all the servers in the cluster to the 208.206.12.0/26 subnet."", ""images"": []}, {""label"": ""E"", ""text"": ""Enable GPO to install an antivirus on all the servers and perform a weekly reboot."", ""images"": []}, {""label"": ""F"", ""text"": ""Perform an antivirus scan on all servers within the cluster and reboot each server."", ""images"": []}]",BF,"The administrator should perform an antivirus scan on all servers within the cluster and reboot each server, and block access to 208.206.12.9 from all servers on the network. These actions will help to remove any malware that may have infected the application server and prevent any further unauthorized traffic to the known-bad public IP address. An antivirus scan can detect and remove malicious software that may be sending data to an external source, and a reboot can clear any temporary files or processes that may be related to the malware. Blocking access to 208.206.12.9 from all servers on the network can prevent any future attempts to communicate with the malicious IP address. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 3, Lesson 3.4, Objective 3.4; Chapter 6, Lesson 6.2, Objective 6.2",[]
An organization stores backup tapes of its servers at cold sites. The organization wants to ensure the tapes are properly maintained and usable during a DR scenario. Which of the following actions should the organization perform?,[],"[{""label"": ""A"", ""text"": ""Have the facility inspect and inventory the tapes on a regular basis."", ""images"": []}, {""label"": ""B"", ""text"": ""Have duplicate equipment available at the cold site."", ""images"": []}, {""label"": ""C"", ""text"": ""Retrieve the tapes from the cold site and test them."", ""images"": []}, {""label"": ""D"", ""text"": ""Use the test equipment at the cold site to read the tapes."", ""images"": []}]",C,"The organization should retrieve the tapes from the cold site and test them to ensure they are properly maintained and usable during a DR scenario. A cold site is a location that has space and power for backup equipment, but no actual equipment installed or configured. The organization stores backup tapes of its servers at cold sites as a precaution in case of a disaster that affects its primary site. However, backup tapes can degrade over time due to environmental factors such as temperature, humidity, dust, or magnetic fields. Therefore, the organization should periodically retrieve the tapes from the cold site and test them on compatible equipment to verify their integrity and readability. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 6, Lesson 6.4, Objective 6.4",[]
A server administrator needs to ensure all Window-based servers within a data center have RDP disabled. There are thousands of servers performing various roles. Which of the following is the best way to meet this requirement?,[],"[{""label"": ""A"", ""text"": ""Run chkconfig ----1eve1 345 RDP off."", ""images"": []}, {""label"": ""B"", ""text"": ""Create a Power She II script to disable the RDP service."", ""images"": []}, {""label"": ""C"", ""text"": ""Run chkconfig ---- list RDP."", ""images"": []}, {""label"": ""D"", ""text"": ""Create a Bash shell script to disable the Windows Remote Management service."", ""images"": []}, {""label"": ""E"", ""text"": ""Create a GPO to disable the Windows Remote Management service."", ""images"": []}]",B,"The best way to meet this requirement is to create a Power Shell script to disable the RDP service on all Windows-based servers within a data center. Power Shell is a scripting language and command- line tool that can be used to automate tasks and manage Windows systems remotely. A Power Shell script can use cmdlets (commands) and parameters to perform actions on multiple servers at once, such as disabling a service or changing a configuration setting. RDP (Remote Desktop Protocol) is a service that allows remote access and control of a Windows system through a graphical user interface. Disabling RDP can improve security by preventing unauthorized or malicious access to the servers. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 4, Lesson 4.3, Objective 4.3; Chapter 7, Lesson 7.1, Objective 7.1",[]
"An organization recently experienced power outages. The administrator noticed the server did not have enough time to shut down properly. After the outages, the administrator had additional batteries installed in the UPS. Which of the following best describes the solution the administrator implemented?",[],"[{""label"": ""A"", ""text"": ""The solution reduced shutdown time."", ""images"": []}, {""label"": ""B"", ""text"": ""The solution improved load balancing,"", ""images"": []}, {""label"": ""C"", ""text"": ""The solution increased power out."", ""images"": []}, {""label"": ""D"", ""text"": ""The solution extended runtime."", ""images"": []}]",D,"The solution the administrator implemented extended runtime. Runtime is the amount of time that a UPS can provide backup power to a server in case of a power outage. By installing additional batteries in the UPS, the administrator increased the capacity and duration of the backup power, allowing the server more time to shut down properly. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 1, Lesson 1.4, Objective 1.4",[]
Which of the following is the most effective way to mitigate risks associated with privacy-related data leaks when sharing with a third party?,[],"[{""label"": ""A"", ""text"": ""Third-party acceptable use policy"", ""images"": []}, {""label"": ""B"", ""text"": ""Customer data encryption and masking"", ""images"": []}, {""label"": ""C"", ""text"": ""Non-disclosure and indemnity agreements"", ""images"": []}, {""label"": ""D"", ""text"": ""Service- and operational-level agreements"", ""images"": []}]",B,"The most effective way to mitigate risks associated with privacy-related data leaks when sharing with a third party is customer data encryption and masking. Encryption is a process of transforming data into an unreadable format that can only be decrypted with a key or password. Masking is a process of hiding or replacing sensitive data with fake or meaningless dat a. By encrypting and masking customer data, the organization can protect the confidentiality and integrity of the data and prevent unauthorized access or disclosure by the third party. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 3, Lesson 3.3, Objective 3.3",[]
"A server administrator is installing a new server on a manufacturing floor. Because the server is publicly accessible, security requires the server to undergo hardware hardening. Which of the following actions should the administrator take?",[],"[{""label"": ""A"", ""text"": ""Close unneeded ports."", ""images"": []}, {""label"": ""B"", ""text"": ""Disable unused services."", ""images"": []}, {""label"": ""C"", ""text"": ""Set a BIOS password."", ""images"": []}, {""label"": ""D"", ""text"": ""Apply driver updates."", ""images"": []}]",C,"An action that the administrator should take to harden the hardware of a new server is to set a BIOS password. BIOS (Basic Input/Output System) is a firmware that initializes the hardware components and settings of a system before loading the operating system. BIOS password is a security feature that requires a user to enter a password before accessing or modifying the BIOS settings or booting up the system. By setting a BIOS password, the administrator can prevent unauthorized or malicious users from changing the hardware configuration or boot order of the server. References: Reference: Comp TIA Server+ SK0-005 Certification Study Guide, Chapter 5, Lesson 5.1, Objective 5.1",[]
"IDS alerts indicate abnormal traffic patterns are coming from a specific server in a data center that hosts sensitive data. Upon further investigation, the server administrator notices this server has been infected with a virus due to an exploit of a known vulnerability in its database software. Which of the following should the administrator perform after removing the virus to mitigate this issue from reoccurring and to maintain high availability? (Select three).",[],"[{""label"": ""A"", ""text"": ""Run a vulnerability scanner on the server."", ""images"": []}, {""label"": ""B"", ""text"": ""Repartition the hard drive that houses the database."", ""images"": []}, {""label"": ""C"", ""text"": ""Patch the vulnerability."", ""images"": []}, {""label"": ""D"", ""text"": ""Enable a host firewall."", ""images"": []}, {""label"": ""E"", ""text"": ""Reformat the OS on the server."", ""images"": []}, {""label"": ""F"", ""text"": ""Update the antivirus software."", ""images"": []}, {""label"": ""G"", ""text"": ""Remove the database software."", ""images"": []}, {""label"": ""H"", ""text"": ""Air gap the server from the network."", ""images"": []}]",ACF,"After the virus is removed, the administrator should run a vulnerability scanner to identify any remaining exposure, patch the database vulnerability that was exploited, and update the antivirus software so similar threats are detected and blocked in the future. Those three actions reduce the chance of recurrence while maintaining service availability. Repartitioning, reformatting the OS, removing the database software, or air-gapping the server would create unnecessary downtime or data loss, and a host firewall alone does not correct the exploited software weakness.",[]
"A server technician notices several of the servers in a data center are making loud noises. The servers are still working correctly, and no indicator lights show any issues. Which of the following should the technician do first to ensure the issues are corrected and the servers remain online?",[],"[{""label"": ""A"", ""text"": ""Replace the drives."", ""images"": []}, {""label"": ""B"", ""text"": ""Upgrade the firmware."", ""images"": []}, {""label"": ""C"", ""text"": ""Establish a remote connection to the server."", ""images"": []}, {""label"": ""D"", ""text"": ""Replace the fans."", ""images"": []}]",A,"The loud noises from the servers are most likely caused by failing hard disk drives, which can produce clicking or grinding sounds. Replacing the drives with new ones can prevent data loss and downtime. Replacing the drives can be done without shutting down the server if they are hot-swappable, which means they can be removed and inserted while the server is running. scenario, install, deploy, configure and update physical storage devices. References: Reference: Comp TIA Server+ Certification Exam Objectives, Domain 3.0: Storage, Objective 3.1: Given a",[]
"A remote, embedded lo T server is having a Linux OS upgrade installed. Which of the following is the best method to stage the new media for the default boot device of the server?",[],"[{""label"": ""A"", ""text"": ""Copy and send an SSD to the site."", ""images"": []}, {""label"": ""B"", ""text"": ""Copy and send a DVD to the site."", ""images"": []}, {""label"": ""C"", ""text"": ""Copy and send a SATA drive to the site."", ""images"": []}, {""label"": ""D"", ""text"": ""Copy and send a micro SD card to the site."", ""images"": []}]",D,"A micro SD card is the best method to stage the new media for the default boot device of a remote embedded Io T server that is having a Linux OS upgrade installed. A micro SD card is a small and portable storage device that can store large amounts of data. It can be easily inserted into the slot of an embedded Io T server, which is a small and low-power device that performs specific tasks and connects to other devices over a network. A micro SD card can also be formatted with different file systems, such as FAT32 or ext4, which are compatible with Linux OS. Comp TIA Server+ configure servers for Io T applications. References: Reference: Certification Exam Objectives, Domain 4.0: Networking, Objective 4.3: Given a scenario,",[]
A new 40GB NIC has just been installed in a server but is not detected within the Windows server OS. Which of the following would most likely fix the issue?,[],"[{""label"": ""A"", ""text"": ""Update the firmware on the NIC."", ""images"": []}, {""label"": ""B"", ""text"": ""Update the server OS."", ""images"": []}, {""label"": ""C"", ""text"": ""Update the remote management console."", ""images"": []}, {""label"": ""D"", ""text"": ""Update the switch firmware."", ""images"": []}]",A,"Updating the firmware on the NIC is the most likely solution to fix the issue of a new 40GB NIC not being detected within the Windows server OS. Firmware is a software program that controls the functionality of a hardware device, such as a NIC (network interface card). A NIC is a device that enables network communication for a server by providing an interface between the server and the network cable or wireless connection. Updating the firmware on the NIC can improve its performance, compatibility, and stability with the server OS and network protocols. a scenario, configure network settings for servers. References: Reference: Comp TIA Server+ Certification Exam Objectives, Domain 4.0: Networking, Objective 4.1: Given",[]
A company created a new DR plan. The management team would like to begin performing a review of this plan without endangering company data and with a minimal time commitment. Which of the following testing methods would best allow for this type of review?,[],"[{""label"": ""A"", ""text"": ""Simulated"", ""images"": []}, {""label"": ""B"", ""text"": ""Tabletop"", ""images"": []}, {""label"": ""C"", ""text"": ""Live"", ""images"": []}, {""label"": ""D"", ""text"": ""Non-production"", ""images"": []}]",B,"Tabletop testing is a method of reviewing a DR plan without endangering company data and with a minimal time commitment. Tabletop testing involves a simulated scenario where the participants discuss their roles and responsibilities, identify potential issues, and evaluate the effectiveness of the plan. Simulated, live, and non-production testing are methods that involve more time and resources, and may pose some risks to company data. References: [Comp TIA Server+ Certification Exam Objectives], Domain 6.0: Disaster Recovery, Objective 6.3: Compare and contrast various backup techniques.",[]
